date,level,storage,storage_pct,inflow,outflow,rainfall
2016-09-30,73.07,981.0,26.91,228.0,151.0,0.0
2016-10-01,73.07,972.0,26.67,46.0,151.0,0.0
2016-10-02,72.92,959.0,26.31,0.0,151.0,0.0
2016-10-03,72.83,946.0,25.95,0.0,151.0,0.0
2016-10-04,72.74,933.0,25.6,0.0,151.0,0.0
2016-10-05,72.65,920.0,25.24,0.0,151.0,0.0
2016-10-06,72.56,907.0,24.88,0.0,151.0,0.0
2016-10-07,72.38,881.0,24.17,0.0,151.0,0.0
2016-10-08,72.38,881.0,24.17,0.0,151.0,0.0
2016-10-09,72.28,868.0,23.81,0.0,151.0,0.0
2016-10-10,72.19,855.0,23.46,0.0,151.0,0.0
2016-10-11,72.07,842.0,23.1,0.0,151.0,0.0
2016-10-12,72.0,829.0,22.74,0.0,151.0,0.0
2016-10-13,71.9,816.0,22.39,0.0,151.0,0.0
2016-10-14,71.81,803.0,22.03,0.0,151.0,0.0
2016-10-15,71.71,790.0,21.67,0.0,151.0,0.0
2016-10-16,71.61,777.0,21.32,0.0,151.0,0.0
2016-10-17,71.51,764.0,20.96,0.0,151.0,0.0
2016-10-18,71.41,751.0,20.6,0.0,151.0,0.0
2016-10-19,71.31,738.0,20.25,0.0,151.0,0.0
2016-10-20,71.21,725.0,19.89,0.0,151.0,0.0
2016-10-21,71.11,712.0,19.53,0.0,151.0,0.0
2016-10-22,71.01,699.0,19.18,0.0,151.0,0.0
2016-10-23,70.91,686.0,18.82,0.0,151.0,0.0
2016-10-24,70.8,673.0,18.46,0.0,151.0,0.0
2016-10-25,70.7,660.0,18.11,0.0,151.0,0.0
2016-10-26,70.59,647.0,17.75,0.0,151.0,0.0
2016-10-27,70.49,634.0,17.39,0.0,151.0,0.0
2016-10-28,70.38,621.0,17.04,0.0,151.0,0.0
2016-10-29,70.27,608.0,16.68,0.0,151.0,0.0
2016-10-30,70.16,595.0,16.32,0.0,151.0,0.0
2016-10-31,70.05,582.0,15.97,0.0,151.0,0.0
2016-11-01,69.94,569.0,15.61,0.0,151.0,0.0
2016-11-02,69.83,556.0,15.25,0.0,151.0,0.0
2016-11-03,69.72,543.0,14.9,0.0,149.0,14.0
2016-11-04,69.6,530.0,14.54,0.0,151.0,2.0
2016-11-05,69.49,517.0,14.18,0.0,151.0,0.0
2016-11-06,69.38,504.0,13.83,0.0,147.0,0.0
2016-11-07,69.26,491.0,13.47,153.0,151.0,0.0
2016-11-08,69.14,478.0,13.11,0.0,151.0,0.0
