date,level,storage,storage_pct,inflow,outflow,rainfall
2006-01-01,82.9,2986.0,81.92,50.0,0.0,0.0
2006-01-02,82.9,2986.0,81.92,50.0,0.0,0.0
2006-01-03,82.9,2986.0,81.92,0.0,0.0,0.0
2006-01-04,82.85,2973.0,81.56,0.0,0.0,0.0
2006-01-05,82.85,2973.0,81.56,0.0,0.0,0.0
2006-01-06,82.85,2973.0,81.56,0.0,0.0,0.0
2006-01-07,82.85,2973.0,81.56,0.0,0.0,0.0
2006-01-08,82.85,2973.0,81.56,0.0,0.0,0.0
2006-01-09,82.85,2973.0,81.56,0.0,0.0,0.0
2006-01-10,82.85,2973.0,81.56,0.0,0.0,0.0
2006-01-11,82.85,2973.0,81.56,0.0,0.0,0.0
2006-01-12,82.8,2960.0,81.21,0.0,0.0,0.0
2006-01-13,82.8,2960.0,81.21,0.0,0.0,0.0
2006-01-14,82.8,2960.0,81.21,0.0,0.0,0.0
2006-01-15,82.8,2960.0,81.21,0.0,0.0,0.0
2006-01-16,82.8,2960.0,81.21,0.0,0.0,0.0
2006-01-17,82.8,2960.0,81.21,0.0,0.0,0.0
2006-01-18,82.75,2947.0,80.85,0.0,0.0,0.0
2006-01-19,82.75,2947.0,80.85,0.0,0.0,0.0
2006-01-20,82.75,2947.0,80.85,0.0,0.0,0.0
2006-01-21,82.75,2947.0,80.85,0.0,0.0,0.0
2006-01-22,82.7,2934.0,80.49,0.0,0.0,0.0
2006-01-23,82.7,2934.0,80.49,0.0,0.0,0.0
2006-01-24,82.7,2934.0,80.49,0.0,0.0,0.0
2006-01-25,82.65,2921.0,80.14,0.0,0.0,0.0
2006-01-26,82.65,2921.0,80.14,0.0,0.0,0.0
2006-01-27,82.6,2908.0,79.78,0.0,0.0,0.0
2006-01-28,82.55,2895.0,79.42,0.0,10.0,0.0
2006-01-29,82.5,2882.0,79.07,0.0,10.0,0.0
2006-01-30,82.45,2866.0,78.63,0.0,10.0,0.0
2006-01-31,82.4,2855.0,78.33,0.0,10.0,0.0
2006-02-01,82.35,2843.0,78.0,0.0,10.0,0.0
2006-02-02,82.3,2830.0,77.64,0.0,10.0,0.0
2006-02-03,82.25,2817.0,77.28,0.0,10.0,0.0
2006-02-04,82.2,2804.0,76.93,0.0,10.0,0.0
2006-02-05,82.15,2792.0,76.6,0.0,10.0,0.0
2006-02-06,82.1,2779.0,76.24,0.0,10.0,0.0
2006-02-07,82.1,2779.0,76.24,0.0,10.0,0.0
2006-02-08,82.1,2779.0,76.24,0.0,10.0,0.0
2006-02-09,82.1,2779.0,76.24,0.0,10.0,0.0
2006-02-10,82.05,2766.0,75.88,0.0,10.0,0.0
2006-02-11,82.02,2759.0,75.69,0.0,10.0,0.0
2006-02-12,82.0,2753.0,75.53,0.0,35.0,0.0
2006-02-13,81.97,2746.0,75.34,0.0,35.0,0.0
2006-02-14,81.95,2740.0,75.17,0.0,35.0,0.0
2006-02-15,81.92,2734.0,75.01,0.0,35.0,0.0
2006-02-16,81.9,2728.0,74.84,0.0,35.0,0.0
2006-02-17,81.87,2721.0,74.65,0.0,35.0,0.0
2006-02-18,81.85,2715.0,74.49,0.0,35.0,0.0
2006-02-19,81.82,2708.0,74.29,0.0,45.0,0.0
2006-02-20,81.8,2703.0,74.16,0.0,45.0,0.0
2006-02-21,81.77,2696.0,73.96,0.0,45.0,0.0
2006-02-22,81.75,2690.0,73.8,0.0,45.0,0.0
2006-02-23,81.72,2683.0,73.61,0.0,45.0,0.0
2006-02-24,81.69,2676.0,73.42,0.0,45.0,0.0
2006-02-25,81.66,2669.0,73.22,0.0,45.0,0.0
2006-02-26,81.63,2661.0,73.0,0.0,45.0,0.0
2006-02-27,81.6,2653.0,72.78,0.0,45.0,0.0
2006-02-28,81.57,2645.0,72.57,0.0,45.0,0.0
2006-03-01,81.54,2637.0,72.35,0.0,45.0,0.0
2006-03-02,81.5,2628.0,72.1,0.0,45.0,0.0
2006-03-03,81.47,2620.0,71.88,0.0,45.0,2.0
2006-03-04,81.44,2612.0,71.66,0.0,45.0,2.0
2006-03-05,81.4,2603.0,71.41,0.0,45.0,0.0
2006-03-06,81.38,2598.0,71.28,0.0,25.0,0.0
2006-03-07,81.36,2593.0,71.14,0.0,25.0,0.0
2006-03-08,81.34,2588.0,71.0,0.0,25.0,0.0
2006-03-09,81.32,2583.0,70.86,0.0,25.0,0.0
2006-03-10,81.3,2579.0,70.75,0.0,25.0,0.0
2006-03-11,81.28,2574.0,70.62,0.0,25.0,0.0
2006-03-12,81.25,2567.0,70.43,0.0,25.0,2.0
2006-03-13,81.23,2562.0,70.29,0.0,25.0,0.0
2006-03-14,81.21,2556.0,70.12,0.0,25.0,0.0
2006-03-15,81.18,2549.0,69.93,0.0,25.0,0.0
2006-03-16,81.15,2542.0,69.74,0.0,25.0,0.0
2006-03-17,81.12,2535.0,69.55,0.0,25.0,0.0
2006-03-18,81.09,2528.0,69.36,0.0,25.0,0.0
